All timings are in seconds.

nClauses      -> number of clauses in input cnf
nVars         -> number of variables in input cnf
parseTim      -> time taken to parse cnf
bddCreat      -> time taken to create bdds of clauses
mergeTim      -> time taken to merge factor and variable BDDs based on Largest Support Set input parameter
mergedFn      -> number of factors after merging
mergedVr      -> number of variables after merging
FG Creat      -> time taken to create Factor Graph from merged factors and variables
FG Iters      -> number of iterations to reach factor graph convergence
FG Conv       -> time taken to converge Factor Graph
CNF Creat     -> time taken to convert Factor Graph solution to CNF
nSoln         -> number of MUSes found by MUST that added a clause to final solution
nDisabledSets -> number of disabled sets in MUST problem space due to MUSes that satisfied Factor Graph
numMus        -> total number of MUSes found
exploreTime   -> time spent by mustool finding MUSes
mucProcTime   -> time spent processing MUSes
done          -> whether processing finished (Y) or timed out (<blank>)
case name     -> test case name


nClauses | nVars    | parseTim | bddCreat | mergeTim | mergedFn | mergedVr | FG Creat | FG Iters | FG Conv  | CNF Creat| nSoln    | nDisabledSets    | numMus   | exploreTime | mucProcTime | done | case name
    1987 |      730 |     0.00 |     0.04 |     2.38 |      113 |       24 |     0.02 |        6 |     0.03 |     0.14 |        1 |                  |        2 |     266.242 |       0.016 |      | query02_query44_1344n.qdimacs
    6030 |     3591 |     0.01 |     1.94 |    44.15 |      382 |      114 |     0.14 |        4 |     0.17 |     2.17 |        1 |                  |        2 |    1947.812 |       1.126 |      | sortnetsort7.AE.stepl.008.qdimacs
    1647 |      618 |     0.00 |     0.03 |     1.61 |      101 |       20 |     0.02 |        6 |     0.02 |     0.14 |        1 |                  |        2 |       5.346 |       0.008 |      | nxquery_query42_1344n.qdimacs
    6890 |     2139 |     0.01 |     0.54 |    20.00 |      149 |       70 |     0.05 |        4 |     0.06 |     0.91 |          |                  |          |       0.000 |       0.000 |      | stmt19_66_214.qdimacs
   16711 |     5011 |     0.02 |     3.70 |   128.85 |      363 |      160 |     0.36 |        4 |     0.32 |     4.25 |          |                  |          |       0.000 |       0.000 |      | stmt47_290_340.qdimacs
   11260 |     3326 |     0.01 |     1.34 |    54.01 |      234 |      107 |     0.12 |        5 |     0.09 |     1.97 |          |                  |          |       0.000 |       0.000 |      | stmt44_40_387.qdimacs
    1113 |      657 |     0.00 |     0.03 |     1.34 |       71 |       21 |     0.01 |        4 |     0.02 |     0.08 |          |                  |          |       0.000 |       0.000 |      | query64_query01_1344n.qdimacs
   52762 |     9823 |     0.06 |    14.66 |   912.22 |     2716 |      317 |     2.46 |        4 |     1.03 |    20.34 |        1 |                  |        2 |    1589.271 |       3.519 |      | query08_query42_1344n.qdimacs
    9433 |     5640 |     0.01 |     4.49 |   117.61 |      559 |      183 |     0.40 |        4 |     0.77 |     5.76 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.007.qdimacs
   43580 |    11134 |     0.05 |    19.05 |   752.69 |      911 |      359 |     2.33 |        6 |     0.28 |    25.39 |          |                  |          |       0.000 |       0.000 |      | stmt19_83_91.qdimacs
    9342 |     2271 |     0.01 |     0.62 |    33.06 |      553 |       73 |     0.10 |        4 |     0.16 |     0.96 |          |                  |          |       0.000 |       0.000 |      | query60_query45_1344n.qdimacs
   43580 |    11134 |     0.05 |    16.53 |   753.72 |      934 |      357 |     2.88 |        4 |     0.31 |    27.06 |          |                  |          |       0.000 |       0.000 |      | stmt28_73_97.qdimacs
   28658 |     9812 |     0.03 |    12.53 |   504.41 |     1082 |      310 |     1.28 |        4 |     0.18 |    17.53 |          |                  |          |       0.000 |       0.000 |      | usb-phy-fixpoint-5.qdimacs
   10871 |     3911 |     0.01 |     2.15 |    76.54 |      301 |      128 |     0.14 |        5 |     0.11 |     2.70 |          |                  |          |       0.000 |       0.000 |      | cycle_sched_12_2_1.sat.qdimacs
   52774 |     9829 |     0.06 |    15.53 |   896.61 |     2745 |      315 |     2.18 |        4 |     1.05 |    20.57 |          |                  |          |       0.000 |       0.000 |      | query09_query42_1344n.qdimacs
    8232 |     4913 |     0.01 |     3.74 |    87.12 |      536 |      155 |     0.24 |        4 |     0.31 |     4.21 |          |                  |          |       0.000 |       0.000 |      | sortnetsort8.AE.stepl.008.qdimacs
    4687 |     1644 |     0.00 |     0.31 |    10.83 |      148 |       52 |     0.04 |        4 |     0.04 |     0.74 |          |                  |          |       0.000 |       0.000 |      | driver_c9y.sat.qdimacs
    8088 |     4837 |     0.01 |     3.75 |    85.88 |      499 |      157 |     0.26 |        4 |     0.31 |     4.27 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.006.qdimacs
   10569 |     3281 |     0.01 |     1.36 |    51.18 |      237 |      106 |     0.23 |        4 |     0.09 |     1.85 |          |                  |          |       0.000 |       0.000 |      | stmt21_178_258.qdimacs
    8782 |     3097 |     0.01 |     1.26 |    49.85 |      307 |      100 |     0.12 |        3 |     0.07 |     1.80 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#122.A#48.c#.w#3.s#51.asp.qdimacs
   48881 |    12439 |     0.06 |    26.51 |  1049.01 |     1000 |      400 |     3.41 |        8 |     0.34 |    32.20 |          |                  |          |       0.000 |       0.000 |      | stmt23_92_96.qdimacs
   10280 |     2901 |     0.01 |     1.05 |    48.80 |      547 |       91 |     0.12 |        4 |     0.16 |     1.51 |          |                  |          |       0.000 |       0.000 |      | query71_query34_1344n.qdimacs
    6157 |     2130 |     0.01 |     0.43 |    15.74 |      272 |       68 |     0.05 |        4 |     0.06 |     0.99 |          |                  |          |       0.000 |       0.000 |      | small-seq-fixpoint-1.qdimacs
    8872 |     2742 |     0.01 |     0.95 |    31.93 |      188 |       87 |     0.09 |        4 |     0.07 |     1.30 |          |                  |          |       0.000 |       0.000 |      | stmt31_190_227.qdimacs
   12035 |     3545 |     0.01 |     1.59 |    62.06 |      255 |      115 |     0.14 |        4 |     0.10 |     2.30 |          |                  |          |       0.000 |       0.000 |      | stmt21_71_413.qdimacs
    2269 |      690 |     0.00 |     0.04 |     1.76 |       49 |       22 |     0.01 |        7 |     0.01 |     0.07 |          |                  |          |       0.000 |       0.000 |      | stmt5_731_730.qdimacs
   13468 |     8049 |     0.02 |     9.15 |   277.62 |      827 |      260 |     1.25 |        4 |     1.12 |    13.52 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.010.qdimacs
   12895 |     4151 |     0.02 |     2.49 |    90.66 |      356 |      133 |     0.32 |        4 |     0.13 |     2.85 |          |                  |          |       0.000 |       0.000 |      | cycle_sched_2_10_1.sat.qdimacs
   53006 |     9935 |     0.06 |    15.78 |   965.98 |     2782 |      321 |     2.55 |        4 |     1.57 |    20.55 |          |                  |          |       0.000 |       0.000 |      | query48_query42_1344n.qdimacs
    3231 |     1125 |     0.00 |     0.11 |     4.45 |      110 |       36 |     0.02 |        4 |     0.02 |     0.22 |          |                  |          |       0.000 |       0.000 |      | small-dyn-partition-fixpoint-10.qdimacs
   19983 |     5867 |     0.02 |     4.97 |   206.94 |      427 |      188 |     0.51 |        4 |     0.16 |     6.77 |          |                  |          |       0.000 |       0.000 |      | stmt21_354_403.qdimacs
   41813 |    10699 |     0.05 |    18.60 |   779.55 |      822 |      347 |     2.56 |        7 |     0.29 |    24.75 |          |                  |          |       0.000 |       0.000 |      | stmt17_82_86.qdimacs
    8947 |     3264 |     0.01 |     1.04 |    39.01 |      462 |      103 |     0.11 |        4 |     0.04 |     1.92 |          |                  |          |       0.000 |       0.000 |      | small-pipeline-fixpoint-2.qdimacs
    6475 |     1381 |     0.01 |     0.20 |    17.20 |      164 |       44 |     0.03 |        4 |     0.06 |     0.50 |          |                  |          |       0.000 |       0.000 |      | amba2c7n.sat.qdimacs
    3774 |     2250 |     0.00 |     0.68 |    15.81 |      230 |       73 |     0.06 |        4 |     0.08 |     1.12 |          |                  |          |       0.000 |       0.000 |      | sortnetsort7.AE.stepl.005.qdimacs
   18872 |     5573 |     0.02 |     4.25 |   166.20 |      444 |      177 |     0.38 |        4 |     0.15 |     5.34 |          |                  |          |       0.000 |       0.000 |      | stmt41_336_385.qdimacs
   29444 |     7654 |     0.04 |     8.47 |   351.54 |      575 |      245 |     1.09 |        6 |     0.22 |    11.68 |          |                  |          |       0.000 |       0.000 |      | stmt28_68_73.qdimacs
    2663 |     1146 |     0.00 |     0.12 |     5.36 |      154 |       37 |     0.02 |        5 |     0.04 |     0.22 |          |                  |          |       0.000 |       0.000 |      | query55_query42_1344n.qdimacs
   15374 |     9201 |     0.02 |    12.18 |   346.45 |     1328 |      297 |     1.57 |        4 |     1.30 |    16.64 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.009.qdimacs
    1989 |      732 |     0.00 |     0.04 |     2.22 |      114 |       22 |     0.02 |        6 |     0.03 |     0.16 |        1 |                  |        2 |     838.067 |       0.028 |      | query04_query42_1344n.qdimacs
    8638 |     3047 |     0.01 |     1.07 |    43.52 |      293 |       98 |     0.10 |        3 |     0.06 |     1.64 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp.qdimacs
   56379 |    17114 |     0.07 |    48.97 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | small-equiv-fixpoint-8.qdimacs
    9739 |     2937 |     0.01 |     0.99 |    39.47 |      221 |       94 |     0.10 |        4 |     0.08 |     1.51 |          |                  |          |       0.000 |       0.000 |      | stmt31_22_328.qdimacs
   20255 |     6934 |     0.02 |     6.51 |   306.02 |      629 |      222 |     0.51 |        4 |     0.13 |     8.43 |          |                  |          |       0.000 |       0.000 |      | bs128y.sat.qdimacs
   36227 |    12173 |     0.04 |    21.89 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-7.qdimacs
   17297 |     6626 |     0.02 |     5.41 |   214.86 |      857 |      210 |     0.68 |        4 |     0.13 |     8.04 |          |                  |          |       0.000 |       0.000 |      | rankfunc31_signed_64.qdimacs
    6259 |     2191 |     0.01 |     0.41 |    15.29 |      258 |       70 |     0.05 |        3 |     0.04 |     0.96 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-7.qdimacs
    6844 |     4101 |     0.01 |     2.47 |    57.77 |      581 |      135 |     0.21 |        4 |     0.24 |     2.97 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.004.qdimacs
    7380 |     2236 |     0.01 |     0.65 |    29.09 |      435 |       70 |     0.09 |        4 |     0.13 |     1.02 |          |                  |          |       0.000 |       0.000 |    Y | query49_ntrivil_1344n.qdimacs
    4124 |     2465 |     0.00 |     0.91 |    18.21 |      269 |       80 |     0.07 |        4 |     0.10 |     1.01 |          |                  |          |       0.000 |       0.000 |    Y | sortnetsort8.AE.stepl.004.qdimacs
    1647 |      618 |     0.00 |     0.02 |     1.51 |       99 |       20 |     0.02 |        6 |     0.02 |     0.11 |        1 |                  |        2 |       4.135 |       0.032 |      | axquery_query42_1344n.qdimacs
   34745 |     8959 |     0.04 |    11.08 |   478.43 |      709 |      291 |     1.34 |        6 |     0.23 |    14.84 |          |                  |          |       0.000 |       0.000 |      | stmt19_65_87.qdimacs
   11250 |     3381 |     0.01 |     1.52 |    65.08 |      612 |      107 |     0.18 |        4 |     0.18 |     2.14 |          |                  |          |       0.000 |       0.000 |      | query71_query42_1344n.qdimacs
   17937 |     5317 |     0.02 |     3.31 |   145.47 |      389 |      173 |     0.39 |        4 |     0.14 |     5.00 |          |                  |          |       0.000 |       0.000 |      | stmt52_295_394.qdimacs
   36512 |     9394 |     0.04 |    13.83 |   539.22 |      704 |      302 |     1.89 |        6 |     0.27 |    18.21 |          |                  |          |       0.000 |       0.000 |      | stmt17_70_86.qdimacs
   19486 |     6659 |     0.02 |     6.17 |   268.29 |      621 |      214 |     0.59 |        4 |     0.15 |     7.58 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp.qdimacs
   12134 |     4301 |     0.02 |     2.20 |    78.37 |      525 |      137 |     0.19 |        4 |     0.08 |     3.34 |          |                  |          |       0.000 |       0.000 |      | rankfunc61_unsigned_64.qdimacs
   10763 |     4118 |     0.01 |     1.81 |    66.24 |      440 |      130 |     0.16 |        4 |     0.08 |     2.87 |          |                  |          |       0.000 |       0.000 |      | rankfunc58_unsigned_64.qdimacs
    1259 |      441 |     0.00 |     0.02 |     0.84 |       69 |       14 |     0.03 |        6 |     0.01 |     0.02 |          |                  |          |       0.000 |       0.000 |    Y | query04_query25_1344n.qdimacs
   13689 |     4057 |     0.01 |     2.11 |    81.04 |      309 |      130 |     0.17 |        4 |     0.11 |     2.95 |          |                  |          |       0.000 |       0.000 |      | stmt21_143_403.qdimacs
   30684 |    10318 |     0.04 |    15.86 |   632.75 |      888 |      325 |     2.28 |        4 |     0.23 |    23.69 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-6.qdimacs
     414 |      172 |     0.00 |     0.01 |     0.07 |       19 |        5 |     0.00 |        3 |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | small-bug1-fixpoint-10.qdimacs
